Î»abs (nm),smiles
634.0,F[B-]1(F)[N+]2=C3c4ccccc4CCC3=CC2=C(c2ccc(I)cc2)c2n1c1c(c2)CCc2c-1cccc2
658.0,F[B-]1(F)[N+]2=C3c4ccc(OC)cc4CCC3=CC2=C(c2ccc(I)cc2)c2n1c1c(c2)CCc2c-1ccc(OC)c2
619.0,F[B-]1(F)[N+]2=C3c4ccccc4CCC3=C(C)C2=C(c2ccc(I)cc2)c2n1c1c(c2C)CCc2c-1cccc2
634.0,F[B-]1(F)[N+]2=C3c4ccccc4CCC3=CC2=C(c2ccc(I)cc2)c2n1c1c(c2)ccc2c1cccc2
633.0,F[B-]1(F)[N+]2=C(/C=C/c3ccccc3)C=CC2=C(c2ccccc2)c2n1c(/C=C/c1ccccc1)cc2
605.0,F[B-]1(F)[N+]2=C(C#Cc3ccccc3)C=CC2=C(c2ccccc2)c2n1c(C#Cc1ccccc1)cc2
641.0,F[B-]1(F)[N+]2=C(/C=C/C=C/C(OCC)=O)C=CC2=C(c2c(C)cc(C)cc2C)c2n1c(/C=C/C=C/C(OCC)=O)cc2
633.0,F[B-]1(F)[N+]2=CC(/C=C/C=C/C(OCC)=O)=CC2=C(c2c(C)cc(C)cc2C)c2n1cc(/C=C/C=C/C(OCC)=O)c2
621.0,F[B-]1(F)[N+]2=C(C)c3c4ccccc4c4c(cccc4)c3C2=C(c2ccc(N(C)C)cc2)c2n1c(C)c1c2c2ccccc2c2c1cccc2
652.0,F[B-]1(F)[N+]2=c3cc(-c4ccccc4)oc3=CC2=Cc2n1c1c(c2)oc(-c2ccccc2)c1
671.0,F[B-]1(F)[N+]2=c3cc(-c4c(OC)cccc4)oc3=CC2=Cc2n1c1c(c2)oc(-c2ccccc2OC)c1
662.0,F[B-]1(F)[N+]2=c3cc(-c4ccc(C(C)C)cc4)oc3=CC2=Cc2n1c1c(c2)oc(-c2ccc(C(C)C)cc2)c1
629.0,F[B-]1(F)[N+]2=c3cc(-c4c(C(C)C)cccc4)oc3=CC2=Cc2n1c1c(c2)oc(-c2ccccc2C(C)C)c1
679.0,F[B-]1(F)[N+]2=c3cc(-c4c(OC)ccc(OC)c4)oc3=CC2=Cc2n1c1c(c2)oc(-c2cc(OC)ccc2OC)c1
612.0,Cc1ccc(C2=C3[N+](=C(/C=C/c4cc5c(n(Cc6cn(CCC[P+](c7ccccc7)(c7ccccc7)c7ccccc7)nn6)c6c5cccc6)cc4)C(Cl)=C3C)[B-](F)(F)n3c2c(C)c(Cl)c3C)cc1
680.0,CC[N+](CC)=C1C=CC(=C/C=C2/C=C(c3c(C(O)=O)cccc3)c3c(c4c5c(c3)CCCN5CCC4)O2)C=C1
666.0,CCN(CC)c1cc2c(cc1)C(c1c(C(O)=O)cccc1)=C/C(=C/C=C1C=CC(=[N+](CC)CC)C=C1)O2
663.0,CCN(CC)c1ccc2c([o+]c3c(c2-c2c(C(O)=O)cccc2)CCC/C3=C\c2ccccc2N(CC)CC)c1
699.0,CCN(CC)c1ccc2c([o+]c3c(c2-c2c(C(O)=O)cccc2)CCC/C3=C\c2ccc(O)cc2N(CC)CC)c1
630.0,CCN(CC)c1ccc2c([o+]c3c(c2-c2c(C(O)=O)cccc2)CCC/C3=C\c2cc3c(cc(N(CC)CC)cc3)oc2=O)c1
652.0,CCN(CC)c1ccc2c([o+]c3c(c2-c2c(C(O)=O)cccc2)CCC/C3=C\C=C\c2cc3c(cc(N(CC)CC)cc3)oc2=O)c1
688.0,CP1(=O)c2cc(N(CC)CC)ccc2C(c2ccccc2)=C2C1=CC(=[N+](CC)CC)C=C2
682.0,CP1(=O)c2cc(N(CC)CC)ccc2C(c2ccccc2)=C2C1=CC(=[N+](CC)CC)C=C2
690.0,CP1(=O)c2cc(N(CC)CC)ccc2C(c2ccccc2)=C2C1=CC(=[N+](CC)CC)C=C2
694.0,CP1(=O)c2cc(N(CC)CC)ccc2C(c2ccccc2)=C2C1=CC(=[N+](CC)CC)C=C2
688.0,CP1(=O)c2cc(N(CC)CC)ccc2C(c2c(C)cccc2)=C2C1=CC(=[N+](CC)CC)C=C2
684.0,CP1(=O)c2cc(N(CC)CC)ccc2C(c2c(C)cccc2)=C2C1=CC(=[N+](CC)CC)C=C2
691.0,CP1(=O)c2cc(N(CC)CC)ccc2C(c2c(C)cccc2)=C2C1=CC(=[N+](CC)CC)C=C2
694.0,CP1(=O)c2cc(N(CC)CC)ccc2C(c2c(C)cccc2)=C2C1=CC(=[N+](CC)CC)C=C2
687.0,CP1(=O)c2cc(N(CC)CC)ccc2C(c2c(C)cc(C)cc2C)=C2C1=CC(=[N+](CC)CC)C=C2
684.0,CP1(=O)c2cc(N(CC)CC)ccc2C(c2c(C)cc(C)cc2C)=C2C1=CC(=[N+](CC)CC)C=C2
691.0,CP1(=O)c2cc(N(CC)CC)ccc2C(c2c(C)cc(C)cc2C)=C2C1=CC(=[N+](CC)CC)C=C2
696.0,CP1(=O)c2cc(N(CC)CC)ccc2C(c2c(C)cc(C)cc2C)=C2C1=CC(=[N+](CC)CC)C=C2
640.0,CC[N+](CC)=c1ccc2c(C(F)(F)F)c3c(c4ccc(N)cc4o3)oc-2c1.[O-][Cl+3]([O-])([O-])[O-]
640.0,CC[N+](CC)=c1ccc2c(C(F)(F)F)c3c(c4ccc(N)cc4o3)oc-2c1.[O-][Cl+3]([O-])([O-])[O-]
606.0,CC[N+]1=c2c(cc3c(c2)Oc2c(c(-c4ccccc4C(O)=O)cc(N(CC)CC)c2)C=3)Sc2c1cccc2
698.0,CN(C)c1ccc2c(c1)P(OCC)(=O)C1=CC(=[N+](C)C)C=CC1=C2c1ccccc1C
700.0,O=P1([O-])c2c3c4c(cc2=C(c2ccccc2C)c2cc5c6c(c21)CCCN6CCC5)CCC[N+]=4CCC3
744.0,O=P1(OCC)c2c3c4c(cc2=C(c2ccccc2C)c2cc5c6c(c21)CCCN6CCC5)CCC[N+]=4CCC3
694.0,O=P1(C)c2cc(N(CC)CC)ccc2C(c2ccccc2)=C2C=CC(=[N+](CC)CC)C=C12
694.0,O=P1(C)c2cc(N(CC)CC)ccc2C(c2ccccc2C)=C2C=CC(=[N+](CC)CC)C=C12
696.0,O=P1(C)c2cc(N(CC)CC)ccc2C(c2c(C)cc(C)cc2C)=C2C=CC(=[N+](CC)CC)C=C12
703.0,CN(C)c1ccc2c(c1)S(=O)(=O)C1=CC(=[N+](C)C)C=CC1=C2c1ccccc1
703.0,CN(C)c1ccc2c(c1)S(=O)(=O)C1=CC(=[N+](C)C)C=CC1=C2c1ccccc1C
707.0,CN(C)c1ccc2c(c1)S(=O)(=O)C1=CC(=[N+](C)C)C=CC1=C2c1ccccc1OC
704.0,CN(C)c1ccc2c(c1)S(=O)(=O)C1=CC(=[N+](C)C)C=CC1=C2c1c(C)cccc1C
710.0,CN(C)c1ccc2c(c1)S(=O)(=O)C1=CC(=[N+](C)C)C=CC1=C2c1c(OC)cccc1OC
700.0,CCN(CC)c1ccc2c(c1)OC1=C(/C=C/C3=[N+](C)c4ccccc4C3(C)C)CCCC1=C2
688.0,CCNc1c(C)cc2c(c1)OC1=C(/C=C/C3=[N+](C)c4ccccc4C3(C)C)CCCC1=C2c1ccccc1C(O)=O
708.0,CCNc1c(C)cc2c(c1)OC1=C(/C=C/C3=[N+](C)c4ccc5c(cccc5)c4C3(C)C)CCCC1=C2c1ccccc1C(O)=O
700.0,CCN(CC)c1ccc2c(c1)OC1=C(/C=C/C3=[N+](C)c4ccccc4C3(C)C)CCCC1=C2c1ccccc1C(O)=O
720.0,CCN(CC)c1ccc2c(c1)OC1=C(/C=C/C3=[N+](C)c4ccc5c(cccc5)c4C3(C)C)CCCC1=C2c1ccccc1C(O)=O
710.0,CCN(CC)c1ccc2c(c1)OC1=C(/C=C/C3=[N+](CC)c4ccccc4C3(C)C)CCCC1=C2c1ccccc1C(O)=O
710.0,C[N+]1=C(/C=C/C2=C3C(=C(c4ccccc4C(O)=O)c4cc5c6c(c4O3)CCCN6CCC5)CCC2)C(C)(C)c2c1cccc2
728.0,C[N+]1=C(/C=C/C2=C3C(=C(c4ccccc4C(O)=O)c4cc5c6c(c4O3)CCCN6CCC5)CCC2)C(C)(C)c2c1ccc1c2cccc1
720.0,CCN(CC)c1ccc2c(c1)OC1=C(/C=C/C3=[N+](CC)c4ccccc4C3(C)C)CCCC1=C2/C=C1\C(C)(C)c2ccccc2N1CC
710.0,CCNc1c(C)cc2c(c1)OC1=C(/C=C/C3=[N+](CC)c4ccccc4C3(C)C)CCCC1=C2/C=C1\C(C)(C)c2ccccc2N1CC
712.0,CCNc1ccc2c(c1)OC1=C(/C=C/C3=[N+](CC)c4ccccc4C3(C)C)CCCC1=C2/C=C1\C(C)(C)c2ccccc2N1CC
724.0,CC1(C)c2c(cccc2)[N+](CC)=C1/C=C/C1=C2C(=C(/C=C3\C(C)(C)c4ccccc4N3CC)c3cc4c5c(c3O2)CCCN5CCC4)CCC1
651.0,CCN(CC)c1ccc2c(/C=C/C=C3\C(C)(C)c4ccccc4N3C)c3ccc(N(CC)CC)cc3[o+]c2c1
663.0,CCN(CC)c1ccc2c(/C=C/C=C3\Sc4ccccc4N3C)c3ccc(N(CC)CC)cc3[o+]c2c1
684.0,CCN(CC)c1ccc2c(/C=C/C=C3\C=Cc4ccccc4N3C)c3ccc(N(CC)CC)cc3[o+]c2c1
670.0,CCN1CCCc2c1cc1c(c2)C(c2ccccc2C(O)=O)=c2c(cc3c(c2)CCC[N+]=3CC)C1(C)C
691.0,C[Si]1(C)c2cc3c(cc2=C(c2ccccc2C)c2cc4c(cc21)N(C)CC4)CC[N+]=3C
712.0,CN1C(C)(C)C=C(C)c2c1cc1c(c2)C(c2ccccc2C)=c2c(cc3c(c2)C(C)=CC(C)(C)[N+]=3C)[Si]1(C)C
698.0,C[N+](C)=C1C=CC2=C(c3ccccc3)c3ccc(N(C)C)cc3P(c3ccccc3)(=O)C2=C1.[Cl-]
701.0,C[N+](C)=C1C=CC2=C(c3c(OC)cccc3)c3ccc(N(C)C)cc3P(c3ccccc3)(=O)C2=C1
703.0,C[N+](C)=C1C=CC2=C(c3c(OC)cccc3OC)c3ccc(N(C)C)cc3P(c3ccccc3)(=O)C2=C1.[Cl-]
699.0,C[N+](C)=C1C=CC2=C(c3c(CC)cccc3)c3ccc(N(C)C)cc3P(c3ccccc3)(=O)C2=C1.[Cl-]
730.0,C[N+](C)=C1C=CC2=C(c3c(C)cccc3C)c3ccc(N(C)C)cc3P(c3ccccc3)(=O)C2=C1.[Cl-]
700.0,C[N+](C)=C1C=CC2=C(c3c(C)cc(C)cc3C)c3ccc(N(C)C)cc3P(c3ccccc3)(=O)C2=C1.[Cl-]
693.0,C[N+](C)=C1C=CC2=C(c3c(C)cccc3)c3ccc(N(C)C)cc3P(C(C)(C)C)(=O)C2=C1.[Cl-]
697.0,C[N+](C)=C1C=CC2=C(c3c(OC)cccc3OC)c3ccc(N(C)C)cc3P(C(C)(C)C)(=O)C2=C1
699.0,C[N+](C)=C1C=CC2=C(c3c(C)cccc3)c3ccc(N(C)C)cc3P(c3ccccc3)(=O)C2=C1.[Cl-]
699.0,O=P1(c2ccccc2)c2cc(N3CCC3)ccc2C(c2c(C)cccc2)=C2C=CC(=[N+]3CCC3)C=C12.[Cl-]
708.0,O=P1(c2ccccc2)c2cc(N3CCCC3)ccc2C(c2c(C)cccc2)=C2C=CC(=[N+]3CCCC3)C=C12.[Cl-]
706.0,C[N+](C)=C1C=CC2=C(c3c(C(F)(F)F)cccc3)c3ccc(N(C)C)cc3P(c3ccccc3)(=O)C2=C1
710.0,O=P1(c2ccccc2)c2cc(N3CCC3)ccc2C(c2c(C(F)(F)F)cccc2)=C2C=CC(=[N+]3CCC3)C=C12.[Cl-]
718.0,O=P1(c2ccccc2)c2cc(N3CCCC3)ccc2C(c2c(C(F)(F)F)cccc2)=C2C=CC(=[N+]3CCCC3)C=C12.[Cl-]
703.0,O=P1(c2ccccc2)c2cc(N(C)C)ccc2C(c2ccccc2C)=C2C=CC(=[N+]3CCCC3)C=C12.[Cl-]
703.0,O=P1(c2ccccc2)c2cc(N(C)C)ccc2C(c2ccccc2CC)=C2C=CC(=[N+]3CCCC3)C=C12.[Cl-]
713.0,O=P1(c2ccccc2)c2cc(N(C)C)ccc2C(c2ccccc2C(F)(F)F)=C2C=CC(=[N+]3CCCC3)C=C12.[Cl-]
706.0,O=P1(c2ccccc2)c2cc(N(C)C)ccc2C(c2ccccc2OC)=C2C=CC(=[N+]3CCCC3)C=C12.[Cl-]
706.0,O=P1(c2ccccc2)c2cc(N(C)C)ccc2C(c2c(OC)cccc2OC)=C2C=CC(=[N+]3CCCC3)C=C12.[Cl-]
695.0,CCN(CC)c1ccc2c(-c3c(C(O)=O)cccc3)c3c([o+]c2c1)/C(=C/c1c2n(cccc2)c(C)n1)CCC3.[O-][Cl+3]([O-])([O-])[O-]
699.0,CCN(CC)c1ccc2c(-c3c(C(O)=O)cccc3)c3c([o+]c2c1)/C(=C/c1c2n(cccc2)c(C)n1)CCC3.[O-][Cl+3]([O-])([O-])[O-]
680.0,CCN(CC)c1ccc2c(-c3c(C(O)=O)cccc3)c3c([o+]c2c1)/C(=C/c1c2n(cccc2)c(C)n1)CCC3.[O-][Cl+3]([O-])([O-])[O-]
548.0,O=S(c1ccccc1[CH2+]1c2ccc(N3C4CCC3CC4)cc2Oc2c1ccc(N1C3CCC1CC3)c2)([O-])=O
550.0,CN(C)c1ccc2c(c1)Oc1c(ccc(N(C)C)c1)[CH2+]2c1ccccc1S(=O)([O-])=O
568.0,O=C(c1ccccc1-c1c2cc3c4c(c2[o+]c2c5c6c(cc12)CCCN6CCC5)CCCN4CCC3)O
567.0,O=C(c1ccccc1-c1c2cc3c4c(c2[o+]c2c5c6c(cc12)CCCN6CCC5)CCCN4CCC3)O
616.0,CN1C(C)(C)c2c(sc3c2cccc3)-c2c1cc1c(c2)C(c2ccc(S(=O)([O-])=O)cc2S(=O)(O)=O)=c2c(cc3c(c2)-c2c(c4c(s2)cccc4)C(C)(C)[N+]=3C)O1
613.0,CN1C(C)(c2ccccc2)c2c(sc3c2cccc3)-c2c1cc1c(c2)C(c2ccc(S(=O)(O)=O)cc2S(=O)([O-])=O)=c2c(cc3c(c2)-c2c(c4c(s2)cccc4)C(C)(c2ccccc2)[N+]=3C)O1
617.0,CN1C(C)(c2ccccc2)c2c(sc3c2cccc3)-c2c1cc1c(c2)C(c2ccc(S(=O)(O)=O)cc2S(=O)([O-])=O)=c2c(cc3c(c2)-c2c(c4c(s2)cccc4)C(C)(c2ccccc2)[N+]=3C)O1
634.0,CN1C(C)(c2ccccc2)c2c(c3c(cccc3)n2C)-c2c1cc1c(c2)C(c2ccc(S(=O)(O)=O)cc2S(=O)([O-])=O)=c2c(cc3c(c2)-c2c(n(C)c4c2cccc4)C(C)(c2ccccc2)[N+]=3C)O1
627.0,CN1C(C)(c2ccccc2)c2c(c3c(cccc3)n2C)-c2c1cc1c(c2)C(c2ccc(S(=O)(O)=O)cc2S(=O)([O-])=O)=c2c(cc3c(c2)-c2c(n(C)c4c2cccc4)C(C)(c2ccccc2)[N+]=3C)O1
634.0,C[Si]1(C)c2cc(N(C)C)ccc2C=C2C1=CC(=[N+](C)C)C=C2
646.0,C[Si]1(C)c2cc(N(C)C)ccc2C(c2c(C)cccc2)=C2C1=CC(=[N+](C)C)C=C2
635.0,C[Ge]1(C)c2cc(N(C)C)ccc2C(c2c(C)cccc2)=C2C1=CC(=[N+](C)C)C=C2
600.0,CN(C)c1ccc2c([te]c3cc(=[N+](C)C)ccc-3c2-c2c(C)cccc2)c1
674.0,C[Si]1(C)c2cc3c(cc2C(c2c(C)cccc2)=c2c1cc1c(c2)CCC[N+]=1C)CCCN3C
530.0,Cc1c(NCC)cc2oc3c/c(=[NH+]/CC)c(C)cc-3c(-c3c(C(OC)=O)cccc3)c2c1
553.0,CCN(CC)c1ccc2c(oc3cc(=[N+](CC)CC)ccc-3c2-c2c(C([O-])=O)cccc2)c1
574.0,O=C(c1ccccc1C1=c2c(c3c4c(c2)CCC[N+]=4CCC3)Oc2c1cc1c3c2CCCN3CCC1)[O-]
646.0,C[Si]1(C)c2cc(N(C)C)ccc2C(c2c(C)cccc2)=C2C1=CC(=[N+](C)C)C=C2
570.0,CCN(CC)c1ccc2c([o+]c3c(c2-c2c(C(O)=O)cccc2)CCC/C3=C\c2ccccc2O)c1
577.0,CCN(CC)c1ccc2c([o+]c3c(c2-c2c(C(O)=O)cccc2)CCC/C3=C\c2cccc(Cl)c2O)c1
581.0,CC[N+](CC)=c1ccc2c(-c3c(C(O)=O)cccc3)c3c(c4ccc(N)cc4o3)oc-2c1
572.0,CC[N+](CC)=c1ccc2c(-c3c(C(O)=O)cccc3)c3c(c4ccc(N)cc4o3)oc-2c1
581.0,CC[N+](CC)=c1ccc2c(-c3c(C(O)=O)cccc3)c3c(c4ccc(N)cc4o3)oc-2c1
587.0,CC[N+](CC)=c1ccc2c(-c3c(C(OCC)=O)cccc3)c3c(c4ccc(N)cc4o3)oc-2c1
590.0,CC[N+](CC)=c1ccc2c(-c3c(C(OCC)=O)cccc3)c3c(c4ccc(N)cc4o3)oc-2c1
588.0,CC[N+](CC)=c1ccc2c(-c3c(C(OCC)=O)cccc3)c3c(c4ccc(N)cc4o3)oc-2c1
597.0,CC[N+](CC)=c1ccc2cc3c(c4ccc(N)cc4o3)oc-2c1
588.0,CC[N+](CC)=c1ccc2cc3c(c4ccc(N)cc4o3)oc-2c1
583.0,CC[N+](CC)=c1ccc2cc3c(c4ccc(N)cc4o3)oc-2c1
658.0,CC[N+](CC)=c1ccc2c(C(F)(F)F)c3c(c4ccc(N)cc4o3)oc-2c1
528.5,CCCN(CCC)c1ccc2c(c1)OC1c3ccccc3CC1C21OC(=O)c2c1cccc2
528.0,CCCN(CCC)c1ccc2c(c1)OC1c3cc(C)ccc3CC1C21OC(=O)c2c1cccc2
534.5,CCCN(CCC)c1ccc2c(c1)OC1c3cc(Br)ccc3CC1C21OC(=O)c2c1cccc2
540.5,CCCN(CCC)c1ccc2c(c1)OC1c3ccccc3OC1C21OC(=O)c2c1cccc2
532.5,O=C1c2c(cccc2)C2(O1)C1C(c3ccccc3C1)Oc1cc(N(CCCC)CCCC)ccc12
533.0,O=C1c2c(cccc2)C2(O1)C1C(c3cc(C)ccc3C1)Oc1cc(N(CCCC)CCCC)ccc12
535.5,O=C1c2c(cccc2)C2(O1)C1C(c3cc(Br)ccc3C1)Oc1cc(N(CCCC)CCCC)ccc12
541.0,O=C1c2c(cccc2)C2(O1)C1C(c3ccccc3O1)Oc1cc(N(CCCC)CCCC)ccc12
575.0,CN1CC2N(CCC2)c2c1cc1c(c2)oc2cc(=[N+](CC)CC)ccc-2c1-c1c(C(O)=O)cccc1
586.0,CN1CC2N(CCC2)c2c1cc1c(c2)Oc2c(cc3c4c2CCC[N+]=4CCC3)=C1c1c(C(O)=O)cccc1
479.0,Nc1ccc2c(-c3ccccc3C([O-])=O)c3ccc(=[NH2+])cc-3oc2c1
530.0,CNc1ccc2c(-c3ccccc3C([O-])=O)c3cc/c(=[NH+]/C)cc-3oc2c1
548.0,CN(C)c1ccc2c(-c3ccccc3C([O-])=O)c3ccc(=[N+](C)C)cc-3oc2c1
521.0,CCNc1c(C)cc2c(c1)Oc1c(cc(C)c(NCC)c1)C2c1ccccc1C([O-])=O
554.0,CC[N+](CC)=c1ccc2c(-c3ccccc3C([O-])=O)c3ccc(N(CC)CC)cc3oc-2c1
539.0,CCNc1c(C)cc2c(-c3ccccc3C([O-])=O)c3ccc(=[N+](CC)CC)cc-3oc2c1
549.0,O=C(c1ccccc1-c1c2ccc(N3CCC3)cc2oc2cc(=[N+]3CCC3)ccc1-2)[O-]
553.0,O=C(c1ccccc1-c1c2ccc(N3CCCC3)cc2oc2cc(=[N+]3CCCC3)ccc1-2)[O-]
560.0,O=C(c1ccccc1-c1c2ccc(N3CCCCC3)cc2oc2cc(=[N+]3CCCCC3)ccc1-2)[O-]
560.0,O=C(c1ccccc1-c1c2ccc(N3CCCCCC3)cc2oc2cc(=[N+]3CCCCCC3)ccc1-2)[O-]
538.0,O=C(c1ccccc1C1c2cc3c(cc2Oc2c1cc1c(c2)NCCC1)NCCC3)[O-]
580.0,O=C(c1ccccc1C1c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCCN4CCC3)[O-]
566.0,CCN(CC)c1ccc2c(c1)Oc1c(cc3c4c1CCCN4CCC3)C2c1ccccc1C([O-])=O
554.0,CCNc1c(C)cc2c(c1)Oc1c(cc3c4c1CCCN4CCC3)C2c1ccccc1C([O-])=O
565.0,[NH2+]=c1ccc2c(-c3ccccc3C([O-])=O)c3cc4c(cc3oc-2c1)N(CC)C1CCCCC1N4CC
570.0,CCN1c2c(cc3c(-c4ccccc4C([O-])=O)c4cc(C)/c(=[NH+]\CC)cc-4oc3c2)N(CC)C2C1CCCC2
584.0,CCN1c2c(cc3c(-c4ccccc4C([O-])=O)c4ccc(=[N+](CC)CC)cc-4oc3c2)N(CC)C2C1CCCC2
593.0,CCN1c2c(cc3c(c2)Oc2c(cc4c5c2CCC[N+]=5CCC4)=C3c2ccccc2C([O-])=O)N(CC)C2C1CCCC2
478.0,Nc1ccc2c(c1)Cc1c-2[o+]c2ccccc2c1-c1ccccc1C(O)=O
490.0,Nc1ccc2c(c1)Cc1c-2[o+]c2cc(OC)ccc2c1-c1ccccc1C(O)=O
522.0,Nc1ccc2c(c1)Cc1c-2[o+]c2cc(O)ccc2c1-c1ccccc1C(O)=O
557.0,Nc1ccc2c(c1)Cc1c-2[o+]c2cc(N(C)C)ccc2c1-c1ccccc1C(O)=O
484.0,Nc1ccc2c(c1)Cc1c-2[o+]c2cc(Cl)ccc2c1-c1ccccc1C(O)=O
582.0,Nc1ccc2c(c1)Cc1c-2[o+]c2cc3c4c(c2c1-c1ccccc1C(O)=O)CCCN4CCC3
564.0,Nc1ccc2c(c1)Cc1c-2[o+]c2cc(N(CC)CC)ccc2c1-c1ccccc1C(O)=O
540.0,Clc1ccc2c(c1)Cc1c-2[o+]c2cc(N(CC)CC)ccc2c1-c1ccccc1C(O)=O
524.0,CCN(CC)c1ccc2c(-c3ccccc3C(O)=O)c3c([o+]c2c1)-c1c(cccc1)C3
550.0,CCN(CC)c1ccc2c(-c3ccccc3C(O)=O)c3c([o+]c2c1)-c1c(cc(OC)cc1)C3
567.0,CCN(CC)c1ccc2c(-c3ccccc3C(O)=O)c3c([o+]c2c1)-c1c(cc(O)cc1)C3
573.0,CCN(CC)c1ccc2c(-c3ccccc3C(O)=O)c3c([o+]c2c1)-c1c(cc(NCC)cc1)C3
548.0,CN(C)c1c(-c2ccccc2)cc2c(-c3ccccc3C([O-])=O)c3ccc(=[N+](C)C)cc-3oc2c1
552.0,Nc1ccc2c(c1)C(C)(C)C1=CC(=[NH2+])C=CC1=C2c1ccccc1C(O)=O
612.0,CC1(C)c2cc(N(C)C)ccc2C(c2ccccc2C(O)=O)=C2C=CC(=[N+](C)C)C=C12
613.0,CC1(C)c2cc(N3CCCC3)ccc2C(c2ccccc2C(O)=O)=C2C=CC(=[N+]3CCCC3)C=C12
547.0,CN(C)c1ccc2cc3ccc(=[N+](C)C)cc-3oc2c1
634.0,CN(C)c1ccc2cc3ccc(=[N+](C)C)cc-3oc2c1
621.0,CN(C)c1ccc2c(c1)[Ge](C)(C)C1=CC(=[N+](C)C)C=CC1=C2
614.0,CN(C)c1ccc2c(c1)[Sn](C)(C)C1=CC(=[N+](C)C)C=CC1=C2
493.0,CN(C)c1ccc2cc3ccc(=[N+](C)C)cc-3[nH]c2c1
570.0,CCN(CC)c1ccc2c(-c3ccccc3C(O)=O)c3c([o+]c2c1)/C(=C/c1ccc(O)cc1)CCC3
577.0,CCN(CC)c1ccc2c(-c3ccccc3C(O)=O)c3c([o+]c2c1)/C(=C/c1ccc(O)c(Cl)c1)CCC3
400.0,CC1(C)c2c(cccc2)[N+](CCCCS(=O)([O-])=O)=C1/C=C/c1ccc(Oc2c([N+]([O-])=O)cc([N+]([O-])=O)cc2)c(/C=C/C2=[N+](CCCCS(=O)([O-])=O)c3c(cccc3)C2(C)C)c1
475.0,CC1(C)c2c(cccc2)N(CCCCS(=O)([O-])=O)/C1=C/C=C1/C=C(/C=C/C2=[N+](CCCCS(=O)([O-])=O)c3c(cccc3)C2(C)C)C(=O)C=C1
530.0,CCN1/C(=C/C=C2\CCC/C(=C\C=C3\N(CC)c4ccccc4C3(C)C)C2=O)C(C)(C)c2c1cccc2
535.0,CC1(C)C(/C=C/C=C2/C(CC)c3ccccc3C2(C)C)N(CC)c2c1cccc2
635.0,CC1(C)C(/C=C/C=C/C=C2/N(C)c3ccccc3C2(C)C)N(C)c2c1cccc2
675.0,CC1(C)C(/C=C/C=C/C=C2/N(C)c3ccc4c(cccc4)c3C2(C)C)N(C)c2c1c1ccccc1cc2
637.0,C[N+]1=C(/C=C/C=C/C=C2/N(C)c3ccccc3C2(C)C)C(C)(C)c2c1cccc2
638.0,CC1(C)c2c(ccc(S(=O)(O)=O)c2)N/C1=C/C=C/C=C/C1=[NH+]c2c(cc(S(=O)([O-])=O)cc2)C1(C)C
642.0,CC1(C)c2c(ccc(S(=O)(O)=O)c2)N/C1=C/C=C(Cl)/C=C/C1=[NH+]c2c(cc(S(=O)([O-])=O)cc2)C1(C)C.[Br]
639.0,CC1(C)c2c(ccc(S(=O)(O)=O)c2)N/C1=C/C=C(Br)/C=C/C1=[NH+]c2c(cc(S(=O)([O-])=O)cc2)C1(C)C
645.0,CC1(C)/C(=C\C=C\C=C\C2=[N+](CC)c3ccc(S(=O)([O-])=O)cc3C2(C)C)Nc2c1cc(CC([O-])=O)cc2
480.0,CC1(C)C(/C=C/C=C/C=C2/N(CC)c3ccc(S(=O)([O-])=O)cc3C2(C)C)=Nc2c1cc(CC([O-])=O)cc2
506.0,CC1(C)c2c(ccc(S(=O)([O-])=O)c2)N(CCCCCC([O-])=O)/C1=C/C=C(Cl)/C=C/C1=Nc2c(cc([S+]([O])([O-])=O)cc2)C1(C)C
