Î»abs (nm),smiles
919.0,CC1(C)c2ccccc2N(C)/C1=C/C=C1\CC(C2CC(/C=C/C3=C(C#N)C(=C(C#N)C#N)OC3(C)C)=C(Cl)/C(=C/C=C3/C(C#N)=C([C-](C#N)C#N)OC3(C)C)C2)CC(/C=C/C2=[N+](C)c3ccccc3C2(C)C)=C1Cl
911.0,CC1(C)c2ccccc2N(C)/C1=C/C=C1\CC(C2CC(/C=C/C3=C(C#N)C(=C(C#N)C#N)OC3(C)C)=C(Cl)/C(=C/C=C3/C(C#N)=C([C-](C#N)C#N)OC3(C)C)C2)CC(/C=C/C2=[N+](C)c3ccccc3C2(C)C)=C1Cl
898.0,CC1(C)c2ccccc2N(C)/C1=C/C=C1\CC(C2CC(/C=C/C3=C(C#N)C(=C(C#N)C#N)OC3(C)C)=C(Cl)/C(=C/C=C3/C(C#N)=C([C-](C#N)C#N)OC3(C)C)C2)CC(/C=C/C2=[N+](C)c3ccccc3C2(C)C)=C1Cl
898.0,CC1(C)c2ccccc2N(C)/C1=C/C=C1\CC(C2CC(/C=C/C3=C(C#N)C(=C(C#N)C#N)OC3(C)C)=C(Cl)/C(=C/C=C3/C(C#N)=C([C-](C#N)C#N)OC3(C)C)C2)CC(/C=C/C2=[N+](C)c3ccccc3C2(C)C)=C1Cl
913.0,CC1(C)c2ccccc2N(C)/C1=C/C=C1\CC(C2CC(/C=C/C3=C(C#N)C(=C(C#N)C#N)OC3(C)C)=C(Cl)/C(=C/C=C3/C(C#N)=C([C-](C#N)C#N)OC3(C)C)C2)CC(/C=C/C2=[N+](C)c3ccccc3C2(C)C)=C1Cl
428.0,COc1cc(/C=C/C(CC(/C=C/c2cc(OC)c(O)cc2)=O)=O)ccc1O
785.0,CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CCCC)c4ccccc4C3(C)C)CCC2)=[N+](CCCC)c2c1cccc2.[Br-]
606.0,CC1(C)C(/C=C/C2=C(N(Cc3ccccn3)Cc3ncccc3)/C(=C/C=C3/N(CCC)c4ccccc4C3(C)C)CCC2)=[N+](CCC)c2c1cccc2.[I-]
685.0,CC1(C)C(/C=C/C2=C(N(CCSCC)CCSCC)/C(=C/C=C3/N(CCC)c4ccccc4C3(C)C)CCC2)=[N+](CCC)c2c1cccc2.[I-]
695.0,CC1(C)C(/C=C/C2=C(N3CCSCCOCCOCCSCC3)/C(=C/C=C3/N(Cc4ccccc4)c4ccc(S(=O)(O)=O)cc4C3(C)C)CCC2)=[N+](Cc2ccccc2)c2c1cc(S(=O)([O-])=O)cc2
627.0,CC1(C)C(/C=C/C2=C(NCCN(Cc3ncccc3)Cc3ccccn3)/C(=C/C=C3/N(CCCCS(=O)(O[Na])=O)c4ccccc4C3(C)C)CCC2)=[N+](CCCCS(=O)([O-])=O)c2c1cccc2
610.0,CC1(C)C(/C=C/C2=C(N=[N+]=[N-])/C(=C/C=C3/N(CC)c4ccccc4C3(C)C)CCC2)=[N+](CC)c2c1cccc2
775.0,CC1(C)c2c(cccc2)N(CCC)/C1=C/C=C1\CCCC(/C=C/C2=[N+](CCC)c3c(cccc3)C2(C)C)=C1Cl
615.0,CC1(C)c2c(cccc2)N(CC)/C1=C/C=C1\CCCC(/C=C/C2=[N+](CC)c3c(cccc3)C2(C)C)=C1NCCC(O)=O
630.0,CC1(C)c2c(cccc2)N(CC)/C1=C/C=C1\CCCC(/C=C/C2=[N+](CC)c3c(cccc3)C2(C)C)=C1NC(C(O)=O)Cc1c[nH]c2c1cccc2
631.0,CC1(C)C(/C=C/C2=C(NCCc3cc(O)c(O)cc3)/C(=C/C=C3/N(CCCCCCCCCCC(OCC)=O)c4ccccc4C3(C)C)CCC2)=[N+](CCCCCCCCCCC(OCC)=O)c2c1cccc2
770.0,CC[N+]1=C(/C=C/C2=C(OC(C)=O)/C(=C/C=C3/N(CC)c4ccccc4C3(C)C)CCC2)C(C)(C)c2c1cccc2
710.0,CC1(C)C(/C=C/C2=C(O)/C(=C/C=C3/N(CCC)c4ccccc4C3(C)C)CCC2)=[N+](CCC)c2c1cccc2
775.0,CC1(C)C(/C=C/C2=C(OC(C=C)=O)/C(=C/C=C3/N(CCC)c4ccccc4C3(C)C)CCC2)=[N+](CCC)c2c1cccc2
780.0,CC[N+]1=C(/C=C/C2=C(OC(c3ccc([N+]([O-])=O)cc3)=O)/C(=C/C=C3/N(CC)c4ccccc4C3(C)C)CCC2)C(C)(C)c2c1cccc2
765.0,CC[N+]1=C(/C=C/C2=C(OC(c3c(C=O)cccc3)=O)/C(=C/C=C3/N(CC)c4ccccc4C3(C)C)CCC2)C(C)(C)c2c1cccc2
570.0,CC1(C)c2c(cccc2)[N+](C)=C1/C=C/c1c([O-])ccc(/C=C/C2=[N+](C)c3c(cccc3)C2(C)C)c1
747.0,CC1(C)C(/C=C/C2=C(P(c3ccccc3)(c3ccccc3)=O)/C(=C/C=C3/N(CC)c4ccccc4C3(C)C)CCC2)=[N+](CC)c2c1cccc2
735.0,CC1(C)C(/C=C/C=C/C=C/C=C2/N(C)c3ccccc3C2(C)C)N(C)c2c1cccc2
765.0,CC1(C)C(/C=C/C=C(Cl)/C=C/C=C2/N(CCCCS(=O)(O[Na])=O)c3ccccc3C2(C)C)N(CCCCS(=O)(O[Na])=O)c2c1cccc2
750.0,CC1(C)C(/C=C/C=C/C=C/C=C2/N(CCCCS(=O)(O[Na])=O)c3ccc4c(cccc4)c3C2(C)C)N(CCCCS(=O)(O[Na])=O)c2c1c1ccccc1cc2
700.0,CC[N+]1=C(/C=C/C2=C(N(Cc3ccccn3)Cc3ccco3)/C(=C/C=C3/N(CC)c4ccccc4C3(C)C)CCC2)C(C)(C)c2c1cccc2
716.0,CCN1c2c(cc(C3=C([O-])/C(=C4/CC=C5N(CC)C(c6ccccc6)C(c6ccccc6)N(CC)C5=C4)C3=O)cc2)N(CC)C(c2ccccc2)C1c1ccccc1
678.0,O=C1C(=C2C(/C=C3/N(C(C)C)c4ccccc4C3(C)C)=C([O-])/C2=C\C2=[N+](C(C)C)c3c(cccc3)C2(C)C)C(=O)c2c1cccc2
657.0,O=C1/C(=C2\C(/C=C3/N(C(C)C)c4ccccc4C3(C)C)=C([O-])\C2=C/C2=[N+](C(C)C)c3c(cccc3)C2(C)C)C(=C(C#N)C#N)c2c1cccc2
724.0,CC1(C)c2c(ccc(C)c2)N(CCCC)/C1=C/C1=C/C(=C\C2=[N+](CCCC)c3c(cc(C)cc3)C2(C)C)C1=C(C#N)C#N
715.0,CC1(C)c2c(ccc(C)c2)N(CCCC)/C1=C/C1=C/C(=C\C2=[N+](CCCC)c3c(cc(C)cc3)C2(C)C)C1=C(C#N)C#N
689.0,CC1(C)c2c(ccc(C)c2)N(CCCC)/C1=C/C1=C/C(=C\C2=[N+](CCCC)c3c(cc(C)cc3)C2(C)C)C1=C(C#N)C#N
705.0,CC1(C)c2c(ccc(C)c2)N(CCCC)/C1=C/C1=C/C(=C\C2=[N+](CCCC)c3c(cc(C)cc3)C2(C)C)C1=C(C#N)C#N
686.0,CC1(C)c2c(ccc(C)c2)N(CCCC)/C1=C/C1=C/C(=C\C2=[N+](CCCC)c3c(cc(C)cc3)C2(C)C)C1=C(C#N)C#N
695.0,CC1(C)c2c(ccc(C)c2)N(CCCC)/C1=C/C1=C/C(=C\C2=[N+](CCCC)c3c(cc(C)cc3)C2(C)C)C1=C(C#N)C#N
696.0,CC1(C)c2c(ccc(C)c2)N(CCCC)/C1=C/C1=C/C(=C\C2=[N+](CCCC)c3c(cc(C)cc3)C2(C)C)C1=C(C#N)C#N
692.0,CC1(C)C(/C=C2\C(=O)C(/C=C3/C(C)(C)c4ccc5c(nc(C)cc5)c4N3)=C2[O-])=[NH+]c2c3c(ccc(C)n3)ccc21
694.0,CC1(C)C(/C=C2\C(=O)C(/C=C3/C(C)(C)c4ccc5c(nc(C)cc5)c4N3)=C2[O-])=[NH+]c2c3c(ccc(C)n3)ccc21
687.0,CC1(C)C(/C=C2\C(=O)C(/C=C3/C(C)(C)c4ccc5c(nc(C)cc5)c4N3)=C2[O-])=[NH+]c2c3c(ccc(C)n3)ccc21
690.0,CC1(C)C(/C=C2\C(=O)C(/C=C3/C(C)(C)c4ccc5c(nc(C)cc5)c4N3)=C2[O-])=[NH+]c2c3c(ccc(C)n3)ccc21
688.0,CC1(C)C(/C=C2\C(=O)C(/C=C3/C(C)(C)c4ccc5c(nc(C)cc5)c4N3)=C2[O-])=[NH+]c2c3c(ccc(C)n3)ccc21
689.0,CC1(C)C(/C=C2\C(=O)C(/C=C3/C(C)(C)c4ccc5c(nc(C)cc5)c4N3)=C2[O-])=[NH+]c2c3c(ccc(C)n3)ccc21
692.0,CC1(C)C(/C=C2\C(=O)C(/C=C3/C(C)(C)c4ccc5c(nc(C)cc5)c4N3)=C2[O-])=[NH+]c2c3c(ccc(C)n3)ccc21
681.0,CC1(C)C(/C=C2\C(=O)C(/C=C3/C(C)(C)c4ccc5c(nc(C)cc5)c4N3)=C2[O-])=[NH+]c2c3c(ccc(C)n3)ccc21
679.0,CC1(C)C(/C=C2\C(=O)C(/C=C3/C(C)(C)c4ccc5c(nc(C)cc5)c4N3)=C2[O-])=[NH+]c2c3c(ccc(C)n3)ccc21
682.0,CC1(C)C(/C=C2\C(=O)C(/C=C3/C(C)(C)c4ccc5c(nc(C)cc5)c4N3CC)=C2[O-])=[N+](CC)c2c3c(ccc(C)n3)ccc21
686.0,CC1(C)C(/C=C2\C(=O)C(/C=C3/C(C)(C)c4ccc5c(nc(C)cc5)c4N3CC)=C2[O-])=[N+](CC)c2c3c(ccc(C)n3)ccc21
678.0,CC1(C)C(/C=C2\C(=O)C(/C=C3/C(C)(C)c4ccc5c(nc(C)cc5)c4N3CC)=C2[O-])=[N+](CC)c2c3c(ccc(C)n3)ccc21
682.0,CC1(C)C(/C=C2\C(=O)C(/C=C3/C(C)(C)c4ccc5c(nc(C)cc5)c4N3CC)=C2[O-])=[N+](CC)c2c3c(ccc(C)n3)ccc21
685.0,CC1(C)C(/C=C2\C(=O)C(/C=C3/C(C)(C)c4ccc5c(nc(C)cc5)c4N3CC)=C2[O-])=[N+](CC)c2c3c(ccc(C)n3)ccc21
720.0,Cc1c2n(c(C3=C([O-])/C(=C4\C(c5ccc(OCCCCS(=O)([O-])=O)cc5)=C(C)c5cccc[n+]54)C3=O)c1-c1ccc(OCCCCS(=O)([O-])=O)cc1)cccc2.[Cs+].[Cs+]
704.0,Cc1c2n(c(C3=C([O-])/C(=C4\C(c5ccc(OCCCCS(=O)([O-])=O)cc5)=C(C)c5cccc[n+]54)C3=O)c1-c1ccc(OCCCCS(=O)([O-])=O)cc1)cccc2.[Cs+].[Cs+]
698.0,Cc1c2n(c(C3=C([O-])/C(=C4\C(c5ccc(OCCCCS(=O)([O-])=O)cc5)=C(C)c5cccc[n+]54)C3=O)c1-c1ccc(OCCCCS(=O)([O-])=O)cc1)cccc2.[Cs+].[Cs+]
728.0,[O-]C1=C(c2ccc(/C=N/N(c3ccccc3)c3ccccc3)n2C)C(=O)/C1=C1\[N+](C)=C(/C=N/N(c2ccccc2)c2ccccc2)C=C1
728.0,[O-]C1=C(c2ccc(/C=N/N(c3ccccc3)c3ccccc3)n2COCCCOCCOC)C(=O)/C1=C1\[N+](COCCCOCCOC)=C(/C=N/N(c2ccccc2)c2ccccc2)C=C1
688.0,[O-]C1=C(c2ccc(/C=N/N(C)C)n2COCCCOCCOC)C(=O)/C1=C1\[N+](COCCCOCCOC)=C(/C=N/N(C)C)C=C1
684.0,[O-]C1=C(c2c(C)cc3n2cccc3)C(=O)/C1=C1\[n+]2ccccc2C=C1C
661.0,CC1(C)C(C=C2C([O-])=C(C=C3N(C)c4ccccc4C3(C)C)C2=C(C#N)C#N)=[N+](C)c2c1cccc2
636.0,CC1(C)C(C=C2C([O-])=C(C=C3N(C)c4ccccc4C3(C)C)C2=C(C#N)C#N)=[N+](C)c2c1cccc2
683.0,[O-]C1=C(/C=C2/N(C(C)C)c3ccccc3C2(C)C)C(=C(C#N)C#N)/C1=C/C1=[N+](C(C)C)c2c(cccc2)C1(C)C
637.0,[O-]C1=C(/C=C2/N(C(C)C)c3ccccc3C2(C)C)C(=O)/C1=C/C1=[N+](C(C)C)c2c(cccc2)C1(C)C
681.0,CC1(C)C(/C=C2\C(=O)C(/C=C3/C(C)(C)c4ccc5c(nc(C)cc5)c4N3CC)=C2[O-])=[N+](CC)c2c3c(ccc(C)n3)ccc21
680.0,CC1(C)C(/C=C2\C(=O)C(/C=C3/C(C)(C)c4ccc5c(nc(C)cc5)c4N3CC)=C2[O-])=[N+](CC)c2c3c(ccc(C)n3)ccc21
674.0,CC1(C)C(/C=C2\C(=O)C(/C=C3/C(C)(C)c4ccc5c(nc(C)cc5)c4N3CC)=C2[O-])=[N+](CC)c2c3c(ccc(C)n3)ccc21
671.0,CC1(C)C(/C=C2\C(=O)C(/C=C3/C(C)(C)c4ccc5c(nc(C)cc5)c4N3CC)=C2[O-])=[N+](CC)c2c3c(ccc(C)n3)ccc21
665.0,CC1(C)c2c(ccc3ccccc23)N(CCCCCC(O)=O)/C1=C/C1=C([O-])/C(=C\C2=[N+](CCCCCC(O)=O)c3c(c4ccccc4cc3)C2)C1=O
643.0,[O-]C1=C(/C=C2/C(C)(C)c3cc(C(O)=O)ccc3N2C)C(=O)/C1=C/C1=[N+](CCCCCC)c2c(cccc2)[C@@]1(CC)CCCC
643.0,[O-]C1=C(/C=C2/C(C)(C)c3cc(C(O)=O)ccc3N2C)C(=O)/C1=C/C1=[N+](CCCCCC)c2c(cccc2)[C@@]1(CCCCCC)CCCCCCCC
643.0,[O-]C1=C(/C=C2/C(C)(C)c3cc(C(O)=O)ccc3N2C)C(=O)/C1=C/C1=[N+](CCCCCC)c2c(cccc2)[C@@]1(CCCCCCCCCC)CCCCCCCCCCCC
643.0,[O-]C1=C(/C=C2/C(C)(C)c3cc(C(O)=O)ccc3N2C)C(=O)/C1=C/C1=[N+](CCCCCCCCCCCC)c2c(cccc2)[C@@]1(CCCCCCCCCC)CCCCCCCCCCCC
642.0,[O-]C1=C(/C=C2/C(C)(C)c3cc(C(O)=O)ccc3N2C)C(=O)/C1=C/C1=[N+](C)c2c(cccc2)[C@@]1(CCCCCCCCCC)CCCCCCCCCCCC
650.0,[O-]C1=C(/C=C2/[C@@](CCCC)(CC)c3cc(C(O)=O)ccc3N2CCCC)C(=O)/C1=C/C1=[N+](CCCCCCCCCCCC)c2c(cccc2)[C@@]1(CCCCCCCCCC)CCCCCCCCCCCC
668.0,CC1(C)C(/C=C2/C([O-])=C(/C=C3/C(C)(C)c4ccccc4N3C)C2=C(C#N)C#N)=[N+](C)c2ccccc21
680.0,CC1(C)C(/C=C2/C([O-])=C(/C=C3/C(C)(C)c4ccccc4N3C)C2=C(C#N)C#N)=[N+](C)c2ccccc21
676.0,CC1(C)C(/C=C2/C([O-])=C(/C=C3/C(C)(C)c4ccccc4N3C)C2=C(C#N)C#N)=[N+](C)c2ccccc21
681.0,CC1(C)C(/C=C2/C([O-])=C(/C=C3/C(C)(C)c4ccccc4N3C)C2=C(C#N)C#N)=[N+](C)c2ccccc21
671.0,CC1(C)C(/C=C2/C([O-])=C(/C=C3/C(C)(C)c4ccccc4N3C)C2=C(C#N)C#N)=[N+](C)c2ccccc21
685.0,CC1(C)C(/C=C2/C([O-])=C(/C=C3/C(C)(C)c4ccccc4N3C)C2=C(C#N)C#N)=[N+](C)c2ccccc21
673.0,CC1(C)C(/C=C2/C([O-])=C(/C=C3/Sc4ccccc4N3CCCC(OCCCC)=O)C2=C(C#N)C#N)=[N+](C)c2ccccc21
686.0,CC1(C)C(/C=C2/C([O-])=C(/C=C3/Sc4ccccc4N3CCCC(OCCCC)=O)C2=C(C#N)C#N)=[N+](C)c2ccccc21
681.0,CC1(C)C(/C=C2/C([O-])=C(/C=C3/Sc4ccccc4N3CCCC(OCCCC)=O)C2=C(C#N)C#N)=[N+](C)c2ccccc21
680.0,CC1(C)C(/C=C2/C([O-])=C(/C=C3/Sc4ccccc4N3CCCC(OCCCC)=O)C2=C(C#N)C#N)=[N+](C)c2ccccc21
674.0,CC1(C)C(/C=C2/C([O-])=C(/C=C3/Sc4ccccc4N3CCCC(OCCCC)=O)C2=C(C#N)C#N)=[N+](C)c2ccccc21
691.0,CC1(C)C(/C=C2/C([O-])=C(/C=C3/Sc4ccccc4N3CCCC(OCCCC)=O)C2=C(C#N)C#N)=[N+](C)c2ccccc21
672.0,CC1(C)C(/C=C2/C([O-])=C(/C=C3/Sc4ccccc4N3CCCCCC)C2=C(C#N)C#N)=[N+](C)c2ccccc21
685.0,CC1(C)C(/C=C2/C([O-])=C(/C=C3/Sc4ccccc4N3CCCCCC)C2=C(C#N)C#N)=[N+](C)c2ccccc21
679.0,CC1(C)C(/C=C2/C([O-])=C(/C=C3/Sc4ccccc4N3CCCCCC)C2=C(C#N)C#N)=[N+](C)c2ccccc21
678.0,CC1(C)C(/C=C2/C([O-])=C(/C=C3/Sc4ccccc4N3CCCCCC)C2=C(C#N)C#N)=[N+](C)c2ccccc21
673.0,CC1(C)C(/C=C2/C([O-])=C(/C=C3/Sc4ccccc4N3CCCCCC)C2=C(C#N)C#N)=[N+](C)c2ccccc21
691.0,CC1(C)C(/C=C2/C([O-])=C(/C=C3/Sc4ccccc4N3CCCCCC)C2=C(C#N)C#N)=[N+](C)c2ccccc21
683.0,CC1(C)C(/C=C2/C([O-])=C(/C=C3/Sc4cc(I)ccc4N3CCCCCC)C2=C(C#N)C#N)=[N+](C)c2ccccc21
696.0,CC1(C)C(/C=C2/C([O-])=C(/C=C3/Sc4cc(I)ccc4N3CCCCCC)C2=C(C#N)C#N)=[N+](C)c2ccccc21
689.0,CC1(C)C(/C=C2/C([O-])=C(/C=C3/Sc4cc(I)ccc4N3CCCCCC)C2=C(C#N)C#N)=[N+](C)c2ccccc21
688.0,CC1(C)C(/C=C2/C([O-])=C(/C=C3/Sc4cc(I)ccc4N3CCCCCC)C2=C(C#N)C#N)=[N+](C)c2ccccc21
683.0,CC1(C)C(/C=C2/C([O-])=C(/C=C3/Sc4cc(I)ccc4N3CCCCCC)C2=C(C#N)C#N)=[N+](C)c2ccccc21
700.0,CC1(C)C(/C=C2/C([O-])=C(/C=C3/Sc4cc(I)ccc4N3CCCCCC)C2=C(C#N)C#N)=[N+](C)c2ccccc21
681.0,CC1(C)C(/C=C2/C([O-])=C(/C=C3/[Se]c4ccccc4N3CCCCCC)C2=C(C#N)C#N)=[N+](C)c2ccccc21
694.0,CC1(C)C(/C=C2/C([O-])=C(/C=C3/[Se]c4ccccc4N3CCCCCC)C2=C(C#N)C#N)=[N+](C)c2ccccc21
688.0,CC1(C)C(/C=C2/C([O-])=C(/C=C3/[Se]c4ccccc4N3CCCCCC)C2=C(C#N)C#N)=[N+](C)c2ccccc21
688.0,CC1(C)C(/C=C2/C([O-])=C(/C=C3/[Se]c4ccccc4N3CCCCCC)C2=C(C#N)C#N)=[N+](C)c2ccccc21
682.0,CC1(C)C(/C=C2/C([O-])=C(/C=C3/[Se]c4ccccc4N3CCCCCC)C2=C(C#N)C#N)=[N+](C)c2ccccc21
698.0,CC1(C)C(/C=C2/C([O-])=C(/C=C3/[Se]c4ccccc4N3CCCCCC)C2=C(C#N)C#N)=[N+](C)c2ccccc21
367.0,O=c1oc2ccc(OC)cc2cc1C(C)=O
347.0,O=c1oc2ccc(OC)cc2cc1C#N
393.0,O=c1oc2ccc(OC)cc2cc1[N+]([O-])=O
368.0,O=C1CCCC2=C1C(c1ccccc1)c1c(c3ccccc3oc1=O)N2
373.0,O=C1CCCC2=C1C(c1cc([N+]([O-])=O)ccc1)c1c(c3ccccc3oc1=O)N2
361.0,O=C1CCCC2=C1C(c1cc(OC)ccc1)c1c(c3ccccc3oc1=O)N2
373.0,O=C1CCCC2=C1C(c1ccc(Cl)cc1)c1c(c3ccccc3oc1=O)N2
366.0,O=C1CCCC2=C1C(c1cc(C)ccc1)c1c(c3ccccc3oc1=O)N2
365.0,O=c1c(C(NNc2c(/N=N/c3ccc(Cl)cc3)c(N)nc(N)n2)=O)cc2c(o1)cccc2
365.0,O=c1c(C(NNc2c(/N=N/c3ccc(Br)cc3)c(N)nc(N)n2)=O)cc2c(o1)cccc2
405.0,O=c1c(C(NNc2c(/N=N/c3ccc([N+]([O-])=O)cc3)c(N)nc(N)n2)=O)cc2c(o1)cccc2
355.0,O=c1c(C(NNc2c(/N=N/c3ccc(C(OC)=O)cc3)c(N)nc(N)n2)=O)cc2c(o1)cccc2
355.0,O=c1c(C(NNc2c(/N=N/c3ccc(NC(C)=O)cc3)c(N)nc(N)n2)=O)cc2c(o1)cccc2
293.0,O=c1oc2c(cc1-c1nnc3n1c(N)nc(N)c3)cccc2
371.0,O=c1c(C(OC)=O)cc2c(o1)ccc1c2cccc1
363.0,N=c1c(C(OCC)=O)cc2c(o1)ccc1c2cccc1
360.0,O=c1c(C(NN)=O)cc2c(o1)ccc1c2cccc1
379.0,O=c1c(C(NNc2c(/N=N/c3ccc(Br)cc3)c(N)nc(N)n2)=O)cc2c(o1)ccc1c2cccc1
452.2,O=c1oc2cc(N(CC)CC)ccc2cc1-c1nc2ccccc2s1
457.0,O=c1oc2cc(N(CC)CC)ccc2cc1-c1nc2ccccc2s1
457.0,O=c1oc2cc(N(CC)CC)ccc2cc1-c1nc2ccccc2s1
454.2,O=c1oc2cc(N(CC)CC)ccc2cc1-c1nc2ccccc2s1
451.0,O=c1oc2cc(N(CC)CC)ccc2cc1-c1nc2ccccc2s1
450.8,O=c1oc2cc(N(CC)CC)ccc2cc1-c1nc2ccccc2s1
450.0,O=c1oc2cc(N(CC)CC)ccc2cc1-c1nc2ccccc2s1
456.0,O=c1oc2cc(N(CC)CC)ccc2cc1-c1nc2ccccc2s1
430.0,O=c1oc2cc(N(CC)CC)ccc2cc1-c1nc2ccccc2s1
449.0,O=c1oc2cc(N(CC)CC)ccc2cc1-c1nc2ccccc2s1
442.0,O=c1oc2cc(N(CC)CC)ccc2cc1-c1nc2ccccc2s1
428.6,O=c1oc2cc(N(CC)CC)ccc2cc1-c1nc2ccccc2s1
425.8,O=c1oc2cc(N(CC)CC)ccc2cc1-c1nc2ccccc2s1
434.6,O=c1c(-c2nc3ccccc3[nH]2)cc2c(o1)cc(N(CC)CC)cc2
436.0,O=c1c(-c2nc3ccccc3[nH]2)cc2c(o1)cc(N(CC)CC)cc2
434.0,O=c1c(-c2nc3ccccc3[nH]2)cc2c(o1)cc(N(CC)CC)cc2
433.8,O=c1c(-c2nc3ccccc3[nH]2)cc2c(o1)cc(N(CC)CC)cc2
433.0,O=c1c(-c2nc3ccccc3[nH]2)cc2c(o1)cc(N(CC)CC)cc2
435.8,O=c1c(-c2nc3ccccc3[nH]2)cc2c(o1)cc(N(CC)CC)cc2
432.8,O=c1c(-c2nc3ccccc3[nH]2)cc2c(o1)cc(N(CC)CC)cc2
437.0,O=c1c(-c2nc3ccccc3[nH]2)cc2c(o1)cc(N(CC)CC)cc2
431.2,O=c1c(-c2nc3ccccc3[nH]2)cc2c(o1)cc(N(CC)CC)cc2
435.0,O=c1c(-c2nc3ccccc3[nH]2)cc2c(o1)cc(N(CC)CC)cc2
431.0,O=c1c(-c2nc3ccccc3[nH]2)cc2c(o1)cc(N(CC)CC)cc2
423.6,O=c1c(-c2nc3ccccc3[nH]2)cc2c(o1)cc(N(CC)CC)cc2
421.4,O=c1c(-c2nc3ccccc3[nH]2)cc2c(o1)cc(N(CC)CC)cc2
391.0,O=c1c(-n2c(-c3ccccc3O)nc(-c3ccccc3)c2-c2ccccc2)cc2c(o1)cc(N(CC)CC)cc2
395.0,O=c1c(-n2c(-c3ccccc3O)nc(-c3ccccc3)c2-c2ccccc2)cc2c(o1)cc(N(CC)CC)cc2
400.0,O=c1c(-n2c(-c3ccccc3OC)nc(-c3ccccc3)c2-c2ccccc2)cc2c(o1)cc(N(CC)CC)cc2
402.0,O=c1c(-n2c(-c3ccccc3OC)nc(-c3ccccc3)c2-c2ccccc2)cc2c(o1)cc(N(CC)CC)cc2
366.0,O=c1oc2ccccc2cc1C1=NN(C=O)C(c2ccccc2)C1
362.0,O=c1oc2ccccc2cc1C1=NN(C=O)C(c2ccccc2)C1
360.0,O=c1oc2ccccc2cc1C1=NN(C=O)C(c2ccccc2)C1
360.0,O=c1oc2ccccc2cc1C1=NN(C=O)C(c2ccccc2)C1
432.0,O=c1oc2cc(N(CC)CC)ccc2cc1C1=NN(C=O)C(c2ccccc2)C1
444.0,O=c1oc2cc(N(CC)CC)ccc2cc1C1=NN(C=O)C(c2ccccc2)C1
434.0,O=c1oc2cc(N(CC)CC)ccc2cc1C1=NN(C=O)C(c2ccccc2)C1
436.0,O=c1oc2cc(N(CC)CC)ccc2cc1C1=NN(C=O)C(c2ccccc2)C1
370.0,O=c1oc2ccccc2cc1C1=NN(C(C)=O)C(c2ccccc2)C1
358.0,O=c1oc2ccccc2cc1C1=NN(C(C)=O)C(c2ccccc2)C1
360.0,O=c1oc2ccccc2cc1C1=NN(C(C)=O)C(c2ccccc2)C1
360.0,O=c1oc2ccccc2cc1C1=NN(C(C)=O)C(c2ccccc2)C1
370.0,O=c1oc2ccccc2cc1C1=NN(C(C)=O)C(c2ccc(C)cc2)C1
360.0,O=c1oc2ccccc2cc1C1=NN(C(C)=O)C(c2ccc(C)cc2)C1
360.0,O=c1oc2ccccc2cc1C1=NN(C(C)=O)C(c2ccc(C)cc2)C1
360.0,O=c1oc2ccccc2cc1C1=NN(C(C)=O)C(c2ccc(C)cc2)C1
432.0,O=c1oc2cc(N(CC)CC)ccc2cc1C1=NN(C(C)=O)C(c2ccccc2)C1
440.0,O=c1oc2cc(N(CC)CC)ccc2cc1C1=NN(C(C)=O)C(c2ccccc2)C1
432.0,O=c1oc2cc(N(CC)CC)ccc2cc1C1=NN(C(C)=O)C(c2ccccc2)C1
438.0,O=c1oc2cc(N(CC)CC)ccc2cc1C1=NN(C(C)=O)C(c2ccccc2)C1